<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,,,,,,,,,,,,
12-Nov-18,111640,111650,111600,111620,,,,,,,,,,,,
12-Nov-18,111610,111640,111560,111640,,,,,,,,,,,,
12-Nov-18,111630,111660,111590,111630,,,,,,,,,,,,
12-Nov-18,111640,111660,111630,111650,,,,,,,,,,,,
12-Nov-18,111660,111660,111610,111650,,,,,,,,,,,,
12-Nov-18,111650,111690,111640,111650,,,,,,,,,,,,
12-Nov-18,111650,111670,111640,111670,,,,,,,,,,,,
12-Nov-18,111660,111660,111610,111630,,,,,,,,,,,,
12-Nov-18,111640,111660,111630,111630,,,,,,,,,,,,
12-Nov-18,111630,111640,111600,111630,,,,,,,,,,,,
12-Nov-18,111630,111650,111620,111650,,,,,,,,,,,,
12-Nov-18,111640,111650,111600,111620,,,,,,,,,,,,
12-Nov-18,111620,111640,111580,111610,,,,,,,,,,,,
12-Nov-18,111620,111650,111620,111640,,,,,,,,,,,,
12-Nov-18,111630,111640,111570,111610,,,,,,,,,,,,
12-Nov-18,111610,111670,111610,111670,,,,,,,,,,,,
12-Nov-18,111670,111690,111650,111650,,,,,,,,,,,,
12-Nov-18,111660,111670,111630,111650,,,,,,,,,,,,
12-Nov-18,111640,111640,111580,111600,,,,,,,,,,,,
12-Nov-18,111620,111650,111600,111630,,,,,,,,,,,,
12-Nov-18,111630,111630,111580,111590,,,,,,,,,,,,
12-Nov-18,111580,111590,111550,111560,,,,,,,,,,,,
12-Nov-18,111560,111630,111520,111620,,,,,,,,,,,,
12-Nov-18,111620,111620,111590,111600,,,,,,,,,,,,
12-Nov-18,111600,111650,111590,111640,,,,,,,,,,,,
12-Nov-18,111650,111670,111630,111650,,,,,,,,,,,,
12-Nov-18,111660,111660,111590,111600,,,,,,,,,,,,
12-Nov-18,111600,111630,111530,111610,,,,,,,,,,,,
12-Nov-18,111610,111650,111560,111580,,,,,,,,,,,,
12-Nov-18,111560,111560,111470,111520,,,,,,,,,,,,
12-Nov-18,111520,111550,111470,111500,,,,,,,,,,,,
12-Nov-18,111500,111550,111490,111520,,,,,,,,,,,,
12-Nov-18,111520,111590,111510,111530,,,,,,,,,,,,
12-Nov-18,111520,111550,111470,111550,,,,,,,,,,,,
12-Nov-18,111550,111560,111430,111480,,,,,,,,,,,,
12-Nov-18,111470,111500,111390,111440,,,,,,,,,,,,
12-Nov-18,111450,111480,111400,111460,,,,,,,,,,,,
12-Nov-18,111450,111500,111430,111480,,,,,,,,,,,,
12-Nov-18,111480,111500,111460,111480,,,,,,,,,,,,
12-Nov-18,111490,111510,111470,111480,,,,,,,,,,,,
12-Nov-18,111460,111490,111450,111470,,,,,,,,,,,,
12-Nov-18,111470,111480,111450,111450,,,,,,,,,,,,
12-Nov-18,111450,111470,111430,111470,,,,,,,,,,,,
12-Nov-18,111460,111500,111450,111460,,,,,,,,,,,,
12-Nov-18,111470,111490,111450,111490,,,,,,,,,,,,
12-Nov-18,111480,111490,111430,111470,,,,,,,,,,,,
12-Nov-18,111460,111480,111430,111470,,,,,,,,,,,,
12-Nov-18,111450,111460,111400,111410,,,,,,,,,,,,
12-Nov-18,111410,111420,111290,111320,,,,,,,,,,,,
12-Nov-18,111330,111370,111310,111310,,,,,,,,,,,,
12-Nov-18,111320,111340,111300,111330,,,,,,,,,,,,
12-Nov-18,111330,111350,111320,111330,,,,,,,,,,,,
12-Nov-18,111340,111370,111320,111320,,,,,,,,,,,,
12-Nov-18,111310,111390,111310,111390,,,,,,,,,,,,
12-Nov-18,111390,111400,111320,111330,,,,,,,,,,,,
12-Nov-18,111330,111350,111290,111310,,,,,,,,,,,,
12-Nov-18,111290,111320,111280,111280,,,,,,,,,,,,
12-Nov-18,111280,111290,111170,111210,,,,,,,,,,,,
12-Nov-18,111230,111230,111110,111150,,,,,,,,,,,,
12-Nov-18,111150,111160,111070,111150,,,,,,,,,,,,
12-Nov-18,111140,111180,111120,111130,,,,,,,,,,,,
12-Nov-18,111130,111150,111080,111080,,,,,,,,,,,,
12-Nov-18,111110,111180,111040,111170,,,,,,,,,,,,
12-Nov-18,111170,111230,111160,111200,,,,,,,,,,,,
12-Nov-18,111200,111310,111200,111290,,,,,,,,,,,,
12-Nov-18,111290,111300,111240,111270,,,,,,,,,,,,
12-Nov-18,111270,111270,111210,111260,,,,,,,,,,,,
12-Nov-18,111250,111280,111200,111280,,,,,,,,,,,,
12-Nov-18,111270,111330,111260,111310,,,,,,,,,,,,
12-Nov-18,111320,111320,111220,111270,,,,,,,,,,,,
12-Nov-18,111270,111310,111250,111300,,,,,,,,,,,,
12-Nov-18,111300,111320,111280,111300,,,,,,,,,,,,
12-Nov-18,111290,111350,111290,111300,,,,,,,,,,,,
12-Nov-18,111300,111310,111260,111280,,,,,,,,,,,,
12-Nov-18,111290,111300,111240,111240,,,,,,,,,,,,
12-Nov-18,111240,111250,111160,111210,,,,,,,,,,,,
12-Nov-18,111210,111250,111180,111210,,,,,,,,,,,,
12-Nov-18,111200,111240,111160,111240,,,,,,,,,,,,
12-Nov-18,111220,111280,111220,111250,,,,,,,,,,,,
12-Nov-18,111250,111320,111240,111300,,,,,,,,,,,,
12-Nov-18,111300,111300,111260,111260,,,,,,,,,,,,
12-Nov-18,111280,111300,111250,111250,,,,,,,,,,,,
12-Nov-18,111250,111280,111230,111260,,,,,,,,,,,,
12-Nov-18,111270,111320,111260,111290,,,,,,,,,,,,
12-Nov-18,111280,111310,111280,111280,,,,,,,,,,,,
12-Nov-18,111290,111340,111260,111280,,,,,,,,,,,,
12-Nov-18,111290,111300,111270,111280,,,,,,,,,,,,
12-Nov-18,111280,111280,111190,111200,,,,,,,,,,,,
12-Nov-18,111200,111220,111180,111210,,,,,,,,,,,,
12-Nov-18,111210,111270,111190,111210,,,,,,,,,,,,
12-Nov-18,111200,111240,111160,111180,,,,,,,,,,,,
12-Nov-18,111170,111230,111170,111220,,,,,,,,,,,,
12-Nov-18,111220,111310,111180,111300,,,,,,,,,,,,
12-Nov-18,111290,111310,111240,111250,,,,,,,,,,,,
12-Nov-18,111250,111290,111230,111230,,,,,,,,,,,,
12-Nov-18,111250,111260,111230,111250,,,,,,,,,,,,
12-Nov-18,111250,111290,111220,111220,,,,,,,,,,,,
12-Nov-18,111220,111260,111200,111200,,,,,,,,,,,,
12-Nov-18,111200,111240,111190,111230,,,,,,,,,,,,
12-Nov-18,111240,111280,111220,111240,,,,,,,,,,,,
12-Nov-18,111240,111280,111230,111260,,,,,,,,,,,,
12-Nov-18,111250,111280,111170,111190,,,,,,,,,,,,
12-Nov-18,111170,111250,110790,110930,,,,,,,,,,,,
12-Nov-18,110930,110960,110900,110960,,,,,,,,,,,,
12-Nov-18,110960,110970,110910,110910,,,,,,,,,,,,
12-Nov-18,110920,111020,110900,111000,,,,,,,,,,,,
12-Nov-18,110990,111030,110910,110920,,,,,,,,,,,,
12-Nov-18,110920,110970,110870,110960,,,,,,,,,,,,
12-Nov-18,110950,110980,110920,110970,,,,,,,,,,,,
12-Nov-18,110950,110970,110930,110960,,,,,,,,,,,,
12-Nov-18,110960,111020,110960,110990,,,,,,,,,,,,
12-Nov-18,111000,111000,110950,110990,,,,,,,,,,,,
12-Nov-18,110980,110990,110950,110950,,,,,,,,,,,,
12-Nov-18,110960,110960,110930,110940,,,,,,,,,,,,
12-Nov-18,110930,110930,110850,110870,,,,,,,,,,,,
12-Nov-18,110880,110900,110830,110850,,,,,,,,,,,,
12-Nov-18,110830,110840,110760,110780,,,,,,,,,,,,
12-Nov-18,110770,110770,110630,110680,,,,,,,,,,,,
12-Nov-18,110660,110700,110570,110590,,,,,,,,,,,,
12-Nov-18,110590,110610,110530,110560,,,,,,,,,,,,
12-Nov-18,110550,110570,110500,110510,,,,,,,,,,,,
12-Nov-18,110510,110550,110470,110540,,,,,,,,,,,,
12-Nov-18,110550,110590,110500,110570,,,,,,,,,,,,
12-Nov-18,110570,110630,110570,110600,,,,,,,,,,,,
12-Nov-18,110590,110660,110580,110620,,,,,,,,,,,,
12-Nov-18,110640,110660,110590,110640,,,,,,,,,,,,
12-Nov-18,110630,110660,110590,110590,,,,,,,,,,,,
12-Nov-18,110600,110660,110590,110650,,,,,,,,,,,,
12-Nov-18,110650,110710,110610,110640,,,,,,,,,,,,
12-Nov-18,110640,110640,110600,110610,,,,,,,,,,,,
12-Nov-18,110620,110670,110610,110650,,,,,,,,,,,,
12-Nov-18,110640,110640,110580,110600,,,,,,,,,,,,
12-Nov-18,110610,110650,110590,110640,,,,,,,,,,,,
12-Nov-18,110650,110650,110570,110590,,,,,,,,,,,,
12-Nov-18,110590,110620,110570,110600,,,,,,,,,,,,
12-Nov-18,110580,110590,110540,110570,,,,,,,,,,,,
12-Nov-18,110570,110630,110570,110630,,,,,,,,,,,,
12-Nov-18,110640,110680,110620,110670,,,,,,,,,,,,
12-Nov-18,110670,110780,110660,110740,,,,,,,,,,,,
12-Nov-18,110750,110810,110750,110760,,,,,,,,,,,,
12-Nov-18,110760,110760,110710,110720,,,,,,,,,,,,
12-Nov-18,110710,110730,110680,110730,,,,,,,,,,,,
12-Nov-18,110740,110750,110720,110740,,,,,,,,,,,,
12-Nov-18,110740,110840,110730,110830,,,,,,,,,,,,
12-Nov-18,110830,110850,110770,110790,,,,,,,,,,,,
12-Nov-18,110780,110790,110760,110770,,,,,,,,,,,,
12-Nov-18,110770,110860,110760,110770,,,,,,,,,,,,
12-Nov-18,110760,110820,110760,110800,,,,,,,,,,,,
12-Nov-18,110800,110850,110790,110820,,,,,,,,,,,,
12-Nov-18,110820,110940,110800,110920,,,,,,,,,,,,
12-Nov-18,110920,110950,110880,110880,,,,,,,,,,,,
12-Nov-18,110890,110910,110870,110870,,,,,,,,,,,,
12-Nov-18,110880,110890,110840,110850,,,,,,,,,,,,
12-Nov-18,110840,110850,110820,110840,,,,,,,,,,,,
12-Nov-18,110830,110830,110800,110820,,,,,,,,,,,,
12-Nov-18,110820,110860,110800,110860,,,,,,,,,,,,
12-Nov-18,110850,110960,110840,110930,,,,,,,,,,,,
12-Nov-18,110930,110950,110910,110940,,,,,,,,,,,,
12-Nov-18,110950,110990,110940,110960,,,,,,,,,,,,
12-Nov-18,110970,110990,110910,110980,,,,,,,,,,,,
12-Nov-18,110970,111060,110970,110980,,,,,,,,,,,,
12-Nov-18,110980,110990,110950,110960,,,,,,,,,,,,
12-Nov-18,110950,111000,110950,110970,,,,,,,,,,,,
12-Nov-18,110960,111030,110960,111000,,,,,,,,,,,,
12-Nov-18,110980,111060,110980,111030,,,,,,,,,,,,
12-Nov-18,111040,111070,111000,111000,,,,,,,,,,,,
12-Nov-18,111010,111020,110980,111010,,,,,,,,,,,,
12-Nov-18,111010,111150,111000,111090,,,,,,,,,,,,
12-Nov-18,111100,111110,111070,111080,,,,,,,,,,,,
12-Nov-18,111090,111230,111090,111190,,,,,,,,,,,,
12-Nov-18,111200,111230,111170,111180,,,,,,,,,,,,
12-Nov-18,111180,111210,111170,111180,,,,,,,,,,,,
12-Nov-18,111190,111220,111160,111180,,,,,,,,,,,,
12-Nov-18,111180,111200,111150,111190,,,,,,,,,,,,
12-Nov-18,111180,111190,111150,111190,,,,,,,,,,,,
12-Nov-18,111190,111200,111140,111160,,,,,,,,,,,,
12-Nov-18,111160,111190,111150,111150,,,,,,,,,,,,
12-Nov-18,111160,111170,111120,111130,,,,,,,,,,,,
12-Nov-18,111140,111210,111130,111210,,,,,,,,,,,,
12-Nov-18,111190,111230,111190,111220,,,,,,,,,,,,
12-Nov-18,111220,111220,111150,111170,,,,,,,,,,,,
12-Nov-18,111170,111180,111150,111170,,,,,,,,,,,,
12-Nov-18,111180,111180,111130,111150,,,,,,,,,,,,
12-Nov-18,111150,111190,111140,111180,,,,,,,,,,,,
12-Nov-18,111180,111240,111150,111220,,,,,,,,,,,,
12-Nov-18,111220,111240,111180,111180,,,,,,,,,,,,
12-Nov-18,111170,111290,111170,111240,,,,,,,,,,,,
12-Nov-18,111240,111280,111240,111260,,,,,,,,,,,,
12-Nov-18,111260,111280,111240,111240,,,,,,,,,,,,
12-Nov-18,111250,111250,111210,111220,,,,,,,,,,,,
12-Nov-18,111220,111220,111180,111190,,,,,,,,,,,,
12-Nov-18,111180,111210,111180,111180,,,,,,,,,,,,
12-Nov-18,111180,111210,111160,111190,,,,,,,,,,,,
12-Nov-18,111200,111200,111190,111190,,,,,,,,,,,,
12-Nov-18,111200,111200,111160,111170,,,,,,,,,,,,
12-Nov-18,111170,111170,111120,111120,,,,,,,,,,,,
12-Nov-18,111120,111130,111040,111050,,,,,,,,,,,,
12-Nov-18,111060,111110,111030,111050,,,,,,,,,,,,
12-Nov-18,111060,111110,111040,111090,,,,,,,,,,,,
12-Nov-18,111100,111180,111100,111110,,,,,,,,,,,,
12-Nov-18,111130,111170,111130,111160,,,,,,,,,,,,
12-Nov-18,111150,111210,111150,111170,,,,,,,,,,,,
12-Nov-18,111170,111180,111150,111160,,,,,,,,,,,,
12-Nov-18,111170,111250,111170,111210,,,,,,,,,,,,
12-Nov-18,111200,111270,111200,111250,,,,,,,,,,,,
12-Nov-18,111230,111330,111230,111300,,,,,,,,,,,,
12-Nov-18,111310,111320,111280,111310,,,,,,,,,,,,
12-Nov-18,111310,111310,111250,111270,,,,,,,,,,,,
12-Nov-18,111260,111270,111220,111240,,,,,,,,,,,,
12-Nov-18,111230,111260,111210,111210,,,,,,,,,,,,
12-Nov-18,111220,111230,111190,111210,,,,,,,,,,,,
12-Nov-18,111210,111210,111170,111200,,,,,,,,,,,,
12-Nov-18,111200,111230,111190,111220,,,,,,,,,,,,
12-Nov-18,111210,111210,111170,111190,,,,,,,,,,,,
12-Nov-18,111190,111190,111150,111170,,,,,,,,,,,,
12-Nov-18,111170,111180,111160,111170,,,,,,,,,,,,
12-Nov-18,111160,111190,111160,111170,,,,,,,,,,,,
12-Nov-18,111170,111200,111150,111190,,,,,,,,,,,,
12-Nov-18,111190,111240,111190,111210,,,,,,,,,,,,
12-Nov-18,111200,111220,111180,111190,,,,,,,,,,,,
12-Nov-18,111200,111210,111180,111180,,,,,,,,,,,,
12-Nov-18,111180,111180,111130,111160,,,,,,,,,,,,
12-Nov-18,111160,111180,111150,111150,,,,,,,,,,,,
12-Nov-18,111160,111160,111130,111150,,,,,,,,,,,,
12-Nov-18,111150,111160,111110,111110,,,,,,,,,,,,
12-Nov-18,111120,111140,111110,111120,,,,,,,,,,,,
12-Nov-18,111110,111140,111110,111130,,,,,,,,,,,,
12-Nov-18,111130,111130,111080,111080,,,,,,,,,,,,
12-Nov-18,111080,111090,111030,111070,,,,,,,,,,,,
12-Nov-18,111070,111080,111000,111010,,,,,,,,,,,,
12-Nov-18,111000,111000,110970,110980,,,,,,,,,,,,
12-Nov-18,110980,111000,110920,110950,,,,,,,,,,,,
12-Nov-18,110940,110980,110920,110970,,,,,,,,,,,,
12-Nov-18,110980,111030,110980,111010,,,,,,,,,,,,
12-Nov-18,111010,111020,110990,110990,,,,,,,,,,,,
12-Nov-18,110990,111010,110990,110990,,,,,,,,,,,,
12-Nov-18,110990,111000,110980,110990,,,,,,,,,,,,
12-Nov-18,110990,111050,110990,111050,,,,,,,,,,,,
12-Nov-18,111040,111080,111040,111050,,,,,,,,,,,,
12-Nov-18,111060,111070,111020,111050,,,,,,,,,,,,
12-Nov-18,111040,111050,110970,110980,,,,,,,,,,,,
12-Nov-18,110990,111000,110900,110900,,,,,,,,,,,,
12-Nov-18,110910,110960,110900,110910,,,,,,,,,,,,
12-Nov-18,110910,110910,110780,110830,,,,,,,,,,,,
12-Nov-18,110820,110900,110810,110900,,,,,,,,,,,,
12-Nov-18,110890,110890,110830,110860,,,,,,,,,,,,
12-Nov-18,110860,110870,110850,110870,,,,,,,,,,,,
12-Nov-18,110860,110900,110860,110900,,,,,,,,,,,,
12-Nov-18,110900,110920,110890,110920,,,,,,,,,,,,
12-Nov-18,110920,110960,110910,110960,,,,,,,,,,,,
12-Nov-18,110950,110990,110930,110990,,,,,,,,,,,,
12-Nov-18,110980,110980,110910,110920,,,,,,,,,,,,
12-Nov-18,110920,110960,110910,110940,,,,,,,,,,,,
12-Nov-18,110930,110960,110930,110960,,,,,,,,,,,,
12-Nov-18,110960,110960,110900,110900,,,,,,,,,,,,
12-Nov-18,110890,110890,110840,110860,,,,,,,,,,,,
12-Nov-18,110870,110920,110850,110920,,,,,,,,,,,,
12-Nov-18,110920,110930,110860,110910,,,,,,,,,,,,
12-Nov-18,110910,111000,110910,110940,,,,,,,,,,,,
12-Nov-18,110930,110950,110900,110940,,,,,,,,,,,,
12-Nov-18,110910,110940,110880,110890,,,,,,,,,,,,
12-Nov-18,110890,110920,110880,110890,,,,,,,,,,,,
12-Nov-18,110880,110930,110880,110900,,,,,,,,,,,,
12-Nov-18,110910,110920,110890,110910,,,,,,,,,,,,
12-Nov-18,110910,110920,110870,110870,,,,,,,,,,,,
12-Nov-18,110870,110870,110830,110840,,,,,,,,,,,,
12-Nov-18,110850,110860,110830,110840,,,,,,,,,,,,
12-Nov-18,110840,110840,110790,110800,,,,,,,,,,,,
12-Nov-18,110810,110820,110750,110800,,,,,,,,,,,,
12-Nov-18,110790,110860,110780,110860,,,,,,,,,,,,
12-Nov-18,110850,110910,110830,110890,,,,,,,,,,,,
12-Nov-18,110890,110900,110850,110860,,,,,,,,,,,,
12-Nov-18,110860,110920,110860,110900,,,,,,,,,,,,
12-Nov-18,110910,110980,110900,110970,,,,,,,,,,,,
12-Nov-18,110960,111000,110930,111000,,,,,,,,,,,,
12-Nov-18,111000,111120,110980,111100,,,,,,,,,,,,
12-Nov-18,111080,111130,111080,111110,,,,,,,,,,,,
12-Nov-18,111110,111140,111110,111130,,,,,,,,,,,,
12-Nov-18,111120,111120,111090,111100,,,,,,,,,,,,
12-Nov-18,111100,111100,111070,111090,,,,,,,,,,,,
12-Nov-18,111100,111110,111060,111070,,,,,,,,,,,,
12-Nov-18,111060,111070,111020,111040,,,,,,,,,,,,
12-Nov-18,111030,111050,111020,111040,,,,,,,,,,,,
12-Nov-18,111030,111070,111020,111030,,,,,,,,,,,,
12-Nov-18,111030,111080,111020,111080,,,,,,,,,,,,
12-Nov-18,111080,111080,111040,111070,,,,,,,,,,,,
12-Nov-18,111070,111140,111030,111140,,,,,,,,,,,,
12-Nov-18,111140,111150,111070,111090,,,,,,,,,,,,
12-Nov-18,111080,111100,111050,111100,,,,,,,,,,,,
12-Nov-18,111090,111120,111090,111110,,,,,,,,,,,,
12-Nov-18,111100,111110,111070,111090,,,,,,,,,,,,
12-Nov-18,111090,111120,111090,111100,,,,,,,,,,,,
12-Nov-18,111090,111150,111090,111150,,,,,,,,,,,,
12-Nov-18,111150,111240,111150,111220,,,,,,,,,,,,
12-Nov-18,111220,111230,111190,111220,,,,,,,,,,,,
12-Nov-18,111230,111290,111220,111290,,,,,,,,,,,,
12-Nov-18,111290,111290,111220,111230,,,,,,,,,,,,
12-Nov-18,111230,111240,111180,111180,,,,,,,,,,,,
12-Nov-18,111190,111250,111180,111190,,,,,,,,,,,,
12-Nov-18,111200,111200,111170,111190,,,,,,,,,,,,
12-Nov-18,111190,111280,111190,111240,,,,,,,,,,,,
12-Nov-18,111250,111260,111160,111160,,,,,,,,,,,,
12-Nov-18,111180,111180,111080,111110,,,,,,,,,,,,
12-Nov-18,111100,111130,111080,111090,,,,,,,,,,,,
12-Nov-18,111110,111130,111030,111040,,,,,,,,,,,,
12-Nov-18,111050,111080,111020,111030,,,,,,,,,,,,
12-Nov-18,111030,111080,111020,111080,,,,,,,,,,,,
12-Nov-18,111070,111070,111030,111040,,,,,,,,,,,,
12-Nov-18,111050,111100,111030,111060,,,,,,,,,,,,
12-Nov-18,111060,111070,111030,111040,,,,,,,,,,,,
12-Nov-18,111030,111050,110970,111010,,,,,,,,,,,,
12-Nov-18,111000,111020,110960,110980,,,,,,,,,,,,
12-Nov-18,110970,111000,110970,110980,,,,,,,,,,,,
12-Nov-18,110970,111050,110970,111040,,,,,,,,,,,,
12-Nov-18,111040,111050,110980,110980,,,,,,,,,,,,
12-Nov-18,111000,111000,110910,110930,,,,,,,,,,,,
12-Nov-18,110930,110970,110920,110970,,,,,,,,,,,,
12-Nov-18,110970,110990,110870,110890,,,,,,,,,,,,
12-Nov-18,110900,110910,110800,110820,,,,,,,,,,,,
12-Nov-18,110830,110860,110800,110810,,,,,,,,,,,,
12-Nov-18,110810,110880,110810,110860,,,,,,,,,,,,
12-Nov-18,110860,110880,110830,110880,,,,,,,,,,,,
12-Nov-18,110860,110920,110840,110900,,,,,,,,,,,,
12-Nov-18,110900,110920,110870,110900,,,,,,,,,,,,
12-Nov-18,110910,111000,110900,111000,,,,,,,,,,,,
12-Nov-18,111000,111000,110960,110980,,,,,,,,,,,,
12-Nov-18,110980,111020,110940,110950,,,,,,,,,,,,
12-Nov-18,110950,111050,110950,111050,,,,,,,,,,,,
12-Nov-18,111040,111060,111010,111020,,,,,,,,,,,,
12-Nov-18,111030,111080,111010,111070,,,,,,,,,,,,
12-Nov-18,111070,111080,111030,111060,,,,,,,,,,,,
12-Nov-18,111060,111060,111020,111040,,,,,,,,,,,,
12-Nov-18,111030,111050,111010,111020,,,,,,,,,,,,
12-Nov-18,111020,111030,110970,110980,,,,,,,,,,,,
12-Nov-18,110990,110990,110930,110960,,,,,,,,,,,,
12-Nov-18,110970,110970,110890,110910,,,,,,,,,,,,
12-Nov-18,110910,110920,110890,110890,,,,,,,,,,,,
12-Nov-18,110890,110920,110880,110910,,,,,,,,,,,,
12-Nov-18,110890,110900,110870,110900,,,,,,,,,,,,
12-Nov-18,110910,110920,110840,110860,,,,,,,,,,,,
12-Nov-18,110860,110890,110840,110850,,,,,,,,,,,,
12-Nov-18,110840,110860,110820,110850,,,,,,,,,,,,
12-Nov-18,110830,110870,110830,110860,,,,,,,,,,,,
12-Nov-18,110860,110900,110860,110890,,,,,,,,,,,,
12-Nov-18,110900,110910,110820,110820,,,,,,,,,,,,
12-Nov-18,110830,110910,110820,110910,,,,,,,,,,,,
12-Nov-18,110900,110900,110850,110860,,,,,,,,,,,,
12-Nov-18,110860,110860,110810,110840,,,,,,,,,,,,
12-Nov-18,110840,110850,110830,110830,,,,,,,,,,,,
12-Nov-18,110830,110850,110730,110760,,,,,,,,,,,,
12-Nov-18,110760,110780,110730,110760,,,,,,,,,,,,
12-Nov-18,110760,110770,110710,110730,,,,,,,,,,,,
12-Nov-18,110730,110750,110690,110740,,,,,,,,,,,,
12-Nov-18,110740,110780,110710,110720,,,,,,,,,,,,
12-Nov-18,110720,110720,110630,110650,,,,,,,,,,,,
12-Nov-18,110660,110710,110650,110670,,,,,,,,,,,,
12-Nov-18,110670,110720,110670,110670,,,,,,,,,,,,
12-Nov-18,110680,110680,110630,110650,,,,,,,,,,,,
12-Nov-18,110640,110650,110600,110640,,,,,,,,,,,,
12-Nov-18,110650,110720,110620,110700,,,,,,,,,,,,
12-Nov-18,110700,110700,110620,110650,,,,,,,,,,,,
12-Nov-18,110650,110660,110590,110650,,,,,,,,,,,,
12-Nov-18,110650,110660,110590,110650,,,,,,,,,,,,
12-Nov-18,110650,110660,110640,110660,,,,,,,,,,,,
12-Nov-18,110670,110750,110670,110750,,,,,,,,,,,,
12-Nov-18,110750,110760,110690,110710,,,,,,,,,,,,
12-Nov-18,110710,110710,110670,110670,,,,,,,,,,,,
12-Nov-18,110680,110680,110640,110640,,,,,,,,,,,,
12-Nov-18,110650,110710,110650,110710,,,,,,,,,,,,
12-Nov-18,110700,110710,110610,110630,,,,,,,,,,,,
12-Nov-18,110620,110630,110580,110610,,,,,,,,,,,,
12-Nov-18,110620,110650,110610,110620,,,,,,,,,,,,
12-Nov-18,110610,110610,110560,110560,,,,,,,,,,,,
12-Nov-18,110560,110580,110540,110560,,,,,,,,,,,,
12-Nov-18,110570,110600,110540,110550,,,,,,,,,,,,
12-Nov-18,110550,110570,110470,110510,,,,,,,,,,,,
12-Nov-18,110500,110560,110490,110540,,,,,,,,,,,,
12-Nov-18,110540,110560,110500,110560,,,,,,,,,,,,
12-Nov-18,110560,110580,110530,110550,,,,,,,,,,,,
12-Nov-18,110550,110600,110540,110590,,,,,,,,,,,,
12-Nov-18,110590,110590,110540,110550,,,,,,,,,,,,
12-Nov-18,110540,110570,110520,110550,,,,,,,,,,,,
12-Nov-18,110540,110560,110520,110550,,,,,,,,,,,,
12-Nov-18,110540,110600,110540,110590,,,,,,,,,,,,
12-Nov-18,110580,110610,110580,110600,,,,,,,,,,,,
12-Nov-18,110590,110640,110560,110580,,,,,,,,,,,,
12-Nov-18,110570,110590,110450,110510,,,,,,,,,,,,
12-Nov-18,110510,110580,110490,110560,,,,,,,,,,,,
12-Nov-18,110560,110640,110550,110620,,,,,,,,,,,,
12-Nov-18,110630,110660,110560,110560,,,,,,,,,,,,
12-Nov-18,110580,110580,110510,110510,,,,,,,,,,,,
12-Nov-18,110520,110520,110310,110340,,,,,,,,,,,,
12-Nov-18,114440,114850,114000,114620,,,,,,,,,,,,
12-Nov-18,114600,114860,114500,114660,,,,,,,,,,,,
10-Dec-18,114660,114750,114560,114630,,,,,,,,,,,,
10-Dec-18,114630,114640,114570,114620,,,,,,,,,,,,
10-Dec-18,114620,114650,114600,114650,,,,,,,,,,,,
10-Dec-18,114640,114760,114610,114680,,,,,,,,,,,,
10-Dec-18,114690,114720,114610,114620,,,,,,,,,,,,
10-Dec-18,114620,114640,114600,114620,,,,,,,,,,,,
10-Dec-18,114620,114670,114610,114630,,,,,,,,,,,,
10-Dec-18,114640,114650,114600,114650,,,,,,,,,,,,
10-Dec-18,114650,114790,114620,114750,,,,,,,,,,,,
10-Dec-18,114760,114810,114650,114780,,,,,,,,,,,,
10-Dec-18,114780,114800,114710,114710,,,,,,,,,,,,
10-Dec-18,114720,114800,114690,114780,,,,,,,,,,,,
10-Dec-18,114770,114790,114690,114710,,,,,,,,,,,,
10-Dec-18,114710,114740,114650,114660,,,,,,,,,,,,
10-Dec-18,114660,114720,114620,114710,,,,,,,,,,,,
10-Dec-18,114720,114730,114690,114720,,,,,,,,,,,,
10-Dec-18,114720,114810,114710,114760,,,,,,,,,,,,
10-Dec-18,114750,114830,114700,114830,,,,,,,,,,,,
10-Dec-18,114830,114890,114790,114810,,,,,,,,,,,,
10-Dec-18,114810,114840,114790,114800,,,,,,,,,,,,
10-Dec-18,114800,114830,114780,114800,,,,,,,,,,,,
10-Dec-18,114790,114820,114760,114770,,,,,,,,,,,,
10-Dec-18,114770,114810,114750,114790,,,,,,,,,,,,
10-Dec-18,114810,114840,114770,114810,,,,,,,,,,,,
10-Dec-18,114810,114840,114780,114840,,,,,,,,,,,,
10-Dec-18,114840,114880,114790,114790,,,,,,,,,,,,
10-Dec-18,114790,114820,114740,114750,,,,,,,,,,,,
10-Dec-18,114750,114790,114740,114770,,,,,,,,,,,,
10-Dec-18,114780,114840,114760,114820,,,,,,,,,,,,
10-Dec-18,114820,114830,114760,114790,,,,,,,,,,,,
10-Dec-18,114790,114840,114780,114830,,,,,,,,,,,,
10-Dec-18,114840,114890,114830,114840,,,,,,,,,,,,
10-Dec-18,114850,114850,114810,114830,,,,,,,,,,,,
10-Dec-18,114830,114870,114790,114800,,,,,,,,,,,,
10-Dec-18,114790,114830,114790,114820,,,,,,,,,,,,
10-Dec-18,114810,114890,114810,114880,,,,,,,,,,,,
10-Dec-18,114870,114930,114870,114900,,,,,,,,,,,,
10-Dec-18,114890,114960,114860,114870,,,,,,,,,,,,
10-Dec-18,114880,114900,114820,114850,,,,,,,,,,,,
10-Dec-18,114860,114920,114850,114910,,,,,,,,,,,,
10-Dec-18,114920,114990,114900,114970,,,,,,,,,,,,
10-Dec-18,114980,115050,114940,114950,,,,,,,,,,,,
